WOJ;POW;GMI;RODZ_GMI;SYM;SYM_UL;CECHA;NAZWA_1;NAZWA_2;STAN_NA
12;61;01;1;0950463;55363;ul.;Kurzmanna;Dawida Altera;2021-11-27
12;61;01;1;0950463;10486;ul.;Kusia;ks. Jana;2021-11-27
12;61;01;1;0950463;10493;ul.;Kusocińskiego;Janusza;2021-11-27
12;61;01;1;0950463;10496;ul.;Kustronia;Józefa;2021-11-27
12;61;01;1;0950463;10500;ul.;Kuśnierska;;2021-11-27
12;61;01;1;0950463;49688;ul.;Kutrzeby;Generała Tadeusza;2021-11-27
12;61;01;1;0950463;10526;ul.;Kuźnicy Kołłątajowskiej;;2021-11-27
12;61;01;1;0950463;10527;ul.;Kuźnicza;;2021-11-27
12;61;01;1;0950463;10541;ul.;Kwartowa;;2021-11-27
12;61;01;1;0950463;10549;ul.;Kwatery;;2021-11-27
12;61;01;1;0950463;10559;ul.;Kwiatkowskiego;Eugeniusza;2021-11-27
12;61;01;1;0950463;10562;ul.;Kwiatowa;;2021-11-27
12;61;01;1;0950463;10568;ul.;Kwiatów Polskich;;2021-11-27
12;61;01;1;0950463;10573;ul.;Kwiecista;;2021-11-27
12;61;01;1;0950463;10574;ul.;Kwietna;;2021-11-27
12;61;01;1;0950463;10607;ul.;Lajkonika;;2021-11-27
12;61;01;1;0950463;10625;ul.;Lanckorońska;;2021-11-27
12;61;01;1;0950463;10626;ul.;Landaua;Lwa;2021-11-27
12;61;01;1;0950463;27662;ul.;Lande;Jerzego;2021-11-27
12;61;01;1;0950463;10636;ul.;Langiewicza;Mariana;2021-11-27
12;61;01;1;0950463;38394;inne;Las Wolski;;2021-11-27
12;61;01;1;0950463;10656;ul.;Lasek;;2021-11-27
12;61;01;1;0950463;10660;inne;Lasek Łęgowski;;2021-11-27
12;61;01;1;0950463;10662;inne;Lasek Mogilski;;2021-11-27
12;61;01;1;0950463;10666;ul.;Laskowa;;2021-11-27
12;61;01;1;0950463;10684;ul.;Lasogórska;;2021-11-27
12;61;01;1;0950463;10691;ul.;Lasowisko;;2021-11-27
12;61;01;1;0950463;10692;ul.;Lasówka;;2021-11-27
12;61;01;1;0950463;10694;ul.;Laszczki;Konstantego;2021-11-27
12;61;01;1;0950463;10714;ul.;Laudańska;;2021-11-27
12;61;01;1;0950463;10716;ul.;Laurowa;;2021-11-27
12;61;01;1;0950463;10718;ul.;Lawendowa;;2021-11-27
12;61;01;1;0950463;10726;ul.;Lazurowa;;2021-11-27
12;61;01;1;0950463;10731;ul.;Lea;Juliusza;2021-11-27
12;61;01;1;0950463;10737;ul.;Lecha;;2021-11-27
12;61;01;1;0950463;10738;ul.;Lechicka;;2021-11-27
12;61;01;1;0950463;10742;ul.;Lechonia;Jana;2021-11-27
12;61;01;1;0950463;10746;ul.;Lecznicza;;2021-11-27
12;61;01;1;0950463;10760;ul.;Legendy;;2021-11-27
12;61;01;1;0950463;10769;ul.;Legionów;;2021-11-27
12;61;01;1;0950463;34051;ul.;Legionów Józefa Piłsudskiego;;2021-11-27
12;61;01;1;0950463;10780;ul.;Legnicka;;2021-11-27
12;61;01;1;0950463;10782;ul.;Lehra-Spławińskiego;Tadeusza;2021-11-27
12;61;01;1;0950463;10783;ul.;Lei;Franciszka;2021-11-27
12;61;01;1;0950463;10785;ul.;Lekarska;;2021-11-27
12;61;01;1;0950463;38956;ul.;Lema;Stanisława;2021-11-27
12;61;01;1;0950463;10810;ul.;Lenartowicza;;2021-11-27
12;61;01;1;0950463;10827;ul.;Lentza;Stanisława;2021-11-27
12;61;01;1;0950463;10855;ul.;Lesista;;2021-11-27
12;61;01;1;0950463;10870;ul.;Leszczynowa;;2021-11-27
12;61;01;1;0950463;10883;ul.;Leszka Białego;;2021-11-27
12;61;01;1;0950463;10885;ul.;Leszka Czarnego;;2021-11-27
12;61;01;1;0950463;10895;ul.;Leśmiana;Bolesława;2021-11-27
12;61;01;1;0950463;10898;ul.;Leśna;;2021-11-27
12;61;01;1;0950463;10966;ul.;Letnia;;2021-11-27
12;61;01;1;0950463;52897;rondo;Lewandowskiej;Rondo ppor. pil. Janiny;2021-11-27
12;61;01;1;0950463;11000;ul.;Lewkowa;;2021-11-27
12;61;01;1;0950463;33380;ul.;Libera;Anny;2021-11-27
12;61;01;1;0950463;11024;ul.;Libertowska;;2021-11-27
12;61;01;1;0950463;11031;ul.;Librowszczyzna;;2021-11-27
12;61;01;1;0950463;11067;ul.;Liliowa;;2021-11-27
12;61;01;1;0950463;11068;ul.;Lilli Wenedy;;2021-11-27
12;61;01;1;0950463;11074;ul.;Limanowskiego;Bolesława;2021-11-27
12;61;01;1;0950463;11081;ul.;Lindego;Samuela Bogumiła;2021-11-27
12;61;01;1;0950463;55753;ul.;Linke-Crawforda;Franka;2021-11-27
12;61;01;1;0950463;46442;ul.;Lipca 1943;28;2021-11-27
12;61;01;1;0950463;11126;ul.;Lipińskiego;Wacława;2021-11-27
12;61;01;1;0950463;11139;ul.;Lipowa;;2021-11-27
12;61;01;1;0950463;11148;ul.;Lipowskiego;Wojciecha;2021-11-27
12;61;01;1;0950463;11153;ul.;Lipska;;2021-11-27
12;61;01;1;0950463;11159;ul.;Lirników;;2021-11-27
12;61;01;1;0950463;11161;ul.;Liryczna;;2021-11-27
12;61;01;1;0950463;11169;ul.;Lisa-Kuli;Leopolda;2021-11-27
12;61;01;1;0950463;11174;ul.;Lisia;;2021-11-27
12;61;01;1;0950463;11218;ul.;Liściasta;;2021-11-27
12;61;01;1;0950463;11220;ul.;Litawora;;2021-11-27
12;61;01;1;0950463;11223;ul.;Litewska;;2021-11-27
12;61;01;1;0950463;11234;ul.;Lniana;;2021-11-27
12;61;01;1;0950463;11261;ul.;Loretańska;;2021-11-27
12;61;01;1;0950463;11270;ul.;Lotnicza;;2021-11-27
12;61;01;1;0950463;11307;ul.;Lubelska;;2021-11-27
12;61;01;1;0950463;11317;ul.;Lubicz;;2021-11-27
12;61;01;1;0950463;11330;ul.;Lublańska;;2021-11-27
12;61;01;1;0950463;11335;ul.;Lubocka;;2021-11-27
12;61;01;1;0950463;11343;ul.;Lubomirskiego;Aleksandra;2021-11-27
12;61;01;1;0950463;11349;ul.;Luborzycka;;2021-11-27
12;61;01;1;0950463;11351;ul.;Lubostroń;;2021-11-27
12;61;01;1;0950463;11365;ul.;Lubuska;;2021-11-27
12;61;01;1;0950463;11383;ul.;Ludowa;;2021-11-27
12;61;01;1;0950463;11403;ul.;Ludwinowska;;2021-11-27
12;61;01;1;0950463;11406;ul.;Ludwisarzy;;2021-11-27
12;61;01;1;0950463;11410;ul.;Ludźmierska;;2021-11-27
12;61;01;1;0950463;11421;ul.;Lusińska;;2021-11-27
12;61;01;1;0950463;11450;ul.;Lutego Tura;;2021-11-27
12;61;01;1;0950463;28530;ul.;Luzara;ks. Mariana;2021-11-27
12;61;01;1;0950463;11467;ul.;Lwowska;;2021-11-27
12;61;01;1;0950463;11474;ul.;Łabędzia;;2021-11-27
12;61;01;1;0950463;28298;ul.;Łaczka;ks. Prałata Mariana;2021-11-27
12;61;01;1;0950463;11490;ul.;Ładna;;2021-11-27
12;61;01;1;0950463;11497;ul.;Łagiewnicka;;2021-11-27
12;61;01;1;0950463;11507;ul.;Łamana;;2021-11-27
12;61;01;1;0950463;11512;ul.;Łanowa;;2021-11-27
12;61;01;1;0950463;11513;ul.;Łany;;2021-11-27
12;61;01;1;0950463;11520;ul.;Łapanowska;;2021-11-27
12;61;01;1;0950463;50614;ul.;Łaszkiewicza;płk. pil. Stefana;2021-11-27
12;61;01;1;0950463;11553;ul.;Łazarskiego;Jana;2021-11-27
12;61;01;1;0950463;11555;ul.;Łazarza;św.;2021-11-27
12;61;01;1;0950463;11564;ul.;Łazowa;;2021-11-27
12;61;01;1;0950463;11568;ul.;Łazy;;2021-11-27
12;61;01;1;0950463;11571;ul.;Łącka;;2021-11-27
12;61;01;1;0950463;11596;ul.;Łąkowa;;2021-11-27
12;61;01;1;0950463;11601;ul.;Łempickiego;Stanisława;2021-11-27
12;61;01;1;0950463;11602;ul.;Łepkowskiego;Józefa;2021-11-27
12;61;01;1;0950463;11607;ul.;Łęczycka;;2021-11-27
12;61;01;1;0950463;11615;ul.;Łęgowa;;2021-11-27
12;61;01;1;0950463;28803;ul.;Łężce;;2021-11-27
12;61;01;1;0950463;28999;ul.;Łobodowskiego;Józefa;2021-11-27
12;61;01;1;0950463;11632;ul.;Łobzowska;;2021-11-27
12;61;01;1;0950463;40794;ul.;Łojasiewicza;prof. Stanisława;2021-11-27
12;61;01;1;0950463;30661;ul.;Łokietkówny;Elżbiety;2021-11-27
12;61;01;1;0950463;30663;ul.;Łopackiego;Jacka Augustyna;2021-11-27
12;61;01;1;0950463;28521;ul.;Łosiówka;;2021-11-27
12;61;01;1;0950463;11695;ul.;Łowiecka;;2021-11-27
12;61;01;1;0950463;33055;ul.;Łowienicka;;2021-11-27
12;61;01;1;0950463;11697;ul.;Łowińskiego;Karola;2021-11-27
12;61;01;1;0950463;26782;ul.;Łozińskiego;Władysława;2021-11-27
12;61;01;1;0950463;11710;ul.;Łódzka;;2021-11-27
12;61;01;1;0950463;11719;ul.;Łubinowa;;2021-11-27
12;61;01;1;0950463;11731;ul.;Łuczanowicka;;2021-11-27
12;61;01;1;0950463;11740;ul.;Łuczników;;2021-11-27
12;61;01;1;0950463;52944;ul.;Łuczyńskiego;Doktora Zygmunta;2021-11-27
12;61;01;1;0950463;11749;ul.;Łukasiewicza;Ignacego;2021-11-27
12;61;01;1;0950463;11755;ul.;Łukasińskiego;Waleriana;2021-11-27
12;61;01;1;0950463;29000;ul.;Łukowiec;;2021-11-27
12;61;01;1;0950463;11779;ul.;Łupaszki;mjr.;2021-11-27
12;61;01;1;0950463;11787;ul.;Łuszczkiewicza;Władysława;2021-11-27
12;61;01;1;0950463;11789;ul.;Łutnia;;2021-11-27
12;61;01;1;0950463;11793;ul.;Łużycka;;2021-11-27
12;61;01;1;0950463;11811;ul.;Łysogórska;;2021-11-27
12;61;01;1;0950463;41368;ul.;Łyszkiewicza;Bogdana;2021-11-27
12;61;01;1;0950463;11818;ul.;Macedońska;;2021-11-27
12;61;01;1;0950463;11822;ul.;Machaya;ks. Ferdynanda;2021-11-27
12;61;01;1;0950463;11843;ul.;Maciejkowa;;2021-11-27
12;61;01;1;0950463;11849;ul.;Macierzanki;;2021-11-27
12;61;01;1;0950463;11857;ul.;Mackiewicza;Józefa;2021-11-27
12;61;01;1;0950463;11866;ul.;Maćka z Bogdańca;;2021-11-27
12;61;01;1;0950463;11868;ul.;Maćkowa Góra;;2021-11-27
12;61;01;1;0950463;11875;ul.;Madalińskiego;;2021-11-27
12;61;01;1;0950463;11883;ul.;Madejówka;;2021-11-27
12;61;01;1;0950463;11885;ul.;Madera;;2021-11-27
12;61;01;1;0950463;11891;ul.;Magazynowa;;2021-11-27
12;61;01;1;0950463;11907;ul.;Magnolii;;2021-11-27
12;61;01;1;0950463;52956;ul.;Maja;Księdza Franciszka;2021-11-27
12;61;01;1;0950463;11982;ul.;Majora;Jakuba;2021-11-27
12;61;01;1;0950463;11988;ul.;Majowa;;2021-11-27
12;61;01;1;0950463;11991;ul.;Majówny;Jadwigi;2021-11-27
12;61;01;1;0950463;11999;ul.;Maklakiewicza;Jana;2021-11-27
12;61;01;1;0950463;12004;ul.;Makowa;;2021-11-27
12;61;01;1;0950463;12014;ul.;Makowskiego;Tadeusza;2021-11-27
12;61;01;1;0950463;12024;ul.;Makuszyńskiego;Kornela;2021-11-27
12;61;01;1;0950463;12025;ul.;Malachitowa;;2021-11-27
12;61;01;1;0950463;12029;ul.;Malawskiego;Artura;2021-11-27
12;61;01;1;0950463;12031;ul.;Malborska;;2021-11-27
12;61;01;1;0950463;12037;ul.;Malczewskiego;Jacka;2021-11-27
12;61;01;1;0950463;12065;ul.;Malinowa;;2021-11-27
12;61;01;1;0950463;12070;ul.;Malinowskiego;Bronisława;2021-11-27
12;61;01;1;0950463;12090;ul.;Malownicza;;2021-11-27
12;61;01;1;0950463;12093;ul.;Malutka;;2021-11-27
12;61;01;1;0950463;12096;ul.;Malwowa;;2021-11-27
12;61;01;1;0950463;12098;ul.;Mała;;2021-11-27
12;61;01;1;0950463;12101;ul.;Mała Góra;;2021-11-27
12;61;01;1;0950463;29925;ul.;Małego Księcia;;2021-11-27
12;61;01;1;0950463;12159;ul.;Małka;Zbigniewa;2021-11-27
12;61;01;1;0950463;12165;ul.;Małkowskiego;Andrzeja;2021-11-27
12;61;01;1;0950463;29295;ul.;Mały Płaszów;;2021-11-27
12;61;01;1;0950463;12209;rynek;Mały Rynek;;2021-11-27
12;61;01;1;0950463;52942;ul.;Małysiaka;bpa Albina;2021-11-27
12;61;01;1;0950463;12280;ul.;Marchołta;;2021-11-27
12;61;01;1;0950463;12281;ul.;Marcika;Józefa;2021-11-27
12;61;01;1;0950463;12311;ul.;Marcowa;;2021-11-27
12;61;01;1;0950463;36304;ul.;Marczyńskiego;Adama;2021-11-27
12;61;01;1;0950463;12320;ul.;Margaretek;;2021-11-27
12;61;01;1;0950463;12324;ul.;Marglowa;;2021-11-27
12;61;01;1;0950463;12358;ul.;Marka;św.;2021-11-27
12;61;01;1;0950463;27654;ul.;Markowskiego;Mariana;2021-11-27
12;61;01;1;0950463;12405;ul.;Martenowska;;2021-11-27
12;61;01;1;0950463;12418;ul.;Marusarzówny;Heleny;2021-11-27
12;61;01;1;0950463;26951;ul.;Marycjusza;Szymona;2021-11-27
12;61;01;1;0950463;12422;ul.;Maryewskiego;Franciszka;2021-11-27
12;61;01;1;0950463;12427;ul.;Marynarska;;2021-11-27
12;61;01;1;0950463;10007;ul.;Marysieńki;Królowej;2021-11-27
12;61;01;1;0950463;12441;ul.;Marzanny;;2021-11-27
12;61;01;1;0950463;12446;ul.;Masarska;;2021-11-27
12;61;01;1;0950463;12494;ul.;Matematyków Krakowskich;;2021-11-27
12;61;01;1;0950463;52838;ul.;Mazanka;Księdza Stefana;2021-11-27
12;61;01;1;0950463;12540;ul.;Mazowiecka;;2021-11-27
12;61;01;1;0950463;12555;ul.;Mazurska;;2021-11-27
12;61;01;1;0950463;12563;ul.;Mączna;;2021-11-27
12;61;01;1;0950463;28540;ul.;Mączyńskiego;ks. Władysława;2021-11-27
12;61;01;1;0950463;12578;ul.;Medalionów;;2021-11-27
12;61;01;1;0950463;12579;ul.;Medweckiego;Mieczysława;2021-11-27
12;61;01;1;0950463;12580;ul.;Medyczna;;2021-11-27
12;61;01;1;0950463;12585;ul.;Mehoffera;Józefa;2021-11-27
12;61;01;1;0950463;12586;ul.;Meiera;ks. Józefa;2021-11-27
12;61;01;1;0950463;38222;ul.;Meiselsa;;2021-11-27
12;61;01;1;0950463;12589;ul.;Meissnera;Janusza;2021-11-27
12;61;01;1;0950463;12619;ul.;Merkuriusza Polskiego;;2021-11-27
12;61;01;1;0950463;12632;ul.;Metalowców;;2021-11-27
12;61;01;1;0950463;12675;ul.;Miarowa;;2021-11-27
12;61;01;1;0950463;28994;ul.;Michalika;Andrzeja;2021-11-27
12;61;01;1;0950463;12716;ul.;Michałowskiego;Piotra;2021-11-27
12;61;01;1;0950463;12729;ul.;Micińskiego;Tadeusza;2021-11-27
12;61;01;1;0950463;12746;ul.;Miechowity;Macieja;2021-11-27
12;61;01;1;0950463;12748;ul.;Miechowska;;2021-11-27
12;61;01;1;0950463;12753;ul.;Mieczników;;2021-11-27
12;61;01;1;0950463;12754;ul.;Mieczykowa;;2021-11-27
12;61;01;1;0950463;12765;ul.;Miedziana;;2021-11-27
12;61;01;1;0950463;32835;ul.;Miejscowa;;2021-11-27
12;61;01;1;0950463;12807;ul.;Mierniczych;;2021-11-27
12;61;01;1;0950463;12810;ul.;Mierosławskiego;Ludwika;2021-11-27
12;61;01;1;0950463;28299;ul.;Mierzeja Wiślana;;2021-11-27
12;61;01;1;0950463;12820;ul.;Mierzwy;Stanisława;2021-11-27
12;61;01;1;0950463;12825;ul.;Mieszczańska;;2021-11-27
12;61;01;1;0950463;12832;ul.;Mieszka I;;2021-11-27
12;61;01;1;0950463;46445;ul.;Mięsowicza;prof. Mariana;2021-11-27
12;61;01;1;0950463;12870;ul.;Miętowa;;2021-11-27
12;61;01;1;0950463;12875;ul.;Migdałowa;;2021-11-27
12;61;01;1;0950463;12893;ul.;Mikołajczyka;Stanisława;2021-11-27
12;61;01;1;0950463;12896;ul.;Mikołajska;;2021-11-27
12;61;01;1;0950463;52947;ul.;Millana;Harcmistrza Stanisława;2021-11-27
12;61;01;1;0950463;12947;ul.;Miła;;2021-11-27
12;61;01;1;0950463;12955;ul.;Miłkowskiego;Zygmunta;2021-11-27
12;61;01;1;0950463;12964;ul.;Miłosza;Czesława;2021-11-27
12;61;01;1;0950463;28541;ul.;Miodońskiego;Jana;2021-11-27
12;61;01;1;0950463;12991;ul.;Miodowa;;2021-11-27
12;61;01;1;0950463;13017;ul.;Mirowska;;2021-11-27
12;61;01;1;0950463;13021;ul.;Mirtowa;;2021-11-27
12;61;01;1;0950463;13027;ul.;Misiołka;Leona;2021-11-27
12;61;01;1;0950463;13028;ul.;Misjonarska;;2021-11-27
12;61;01;1;0950463;28289;ul.;Mistrzejowicka;;2021-11-27
12;61;01;1;0950463;13041;ul.;Miśnieńska;;2021-11-27
12;61;01;1;0950463;13042;ul.;Mitery;Stanisława;2021-11-27
12;61;01;1;0950463;13044;ul.;Mitkowskiego;Władysława;2021-11-27
12;61;01;1;0950463;13051;ul.;Mlaskotów;;2021-11-27
12;61;01;1;0950463;13071;ul.;Młodej Polski;;2021-11-27
12;61;01;1;0950463;13100;ul.;Młodzieży;;2021-11-27
12;61;01;1;0950463;13108;ul.;Młotków;;2021-11-27
12;61;01;1;0950463;13124;ul.;Młynowa;;2021-11-27
12;61;01;1;0950463;13132;ul.;Młyńska;;2021-11-27
12;61;01;1;0950463;53010;ul.;Młyńska Boczna;;2021-11-27
12;61;01;1;0950463;13154;ul.;Mochnackiego;Maurycego;2021-11-27
12;61;01;1;0950463;13155;ul.;Mochnaniec;;2021-11-27
12;61;01;1;0950463;13164;ul.;Moczydło;;2021-11-27
12;61;01;1;0950463;13174;ul.;Modra;;2021-11-27
12;61;01;1;0950463;13180;ul.;Modrzejewskiej;Heleny;2021-11-27
12;61;01;1;0950463;13198;ul.;Mogilska;;2021-11-27
12;61;01;1;0950463;13201;ul.;Mogiłki;;2021-11-27
12;61;01;1;0950463;13211;ul.;Mokra;;2021-11-27
12;61;01;1;0950463;52836;ul.;Monda;Generała Bernarda;2021-11-27
12;61;01;1;0950463;13242;ul.;Moniuszki;;2021-11-27
12;61;01;1;0950463;13252;ul.;Monte Cassino;;2021-11-27
12;61;01;1;0950463;13253;ul.;Montelupich;;2021-11-27
12;61;01;1;0950463;13255;ul.;Monterska;;2021-11-27
12;61;01;1;0950463;28300;ul.;Montwiłła-Mireckiego;Józefa;2021-11-27
12;61;01;1;0950463;33058;ul.;Moraczewskiego;Macieja;2021-11-27
12;61;01;1;0950463;52962;ul.;Morawiańskiego;;2021-11-27
12;61;01;1;0950463;13274;ul.;Morawskiego;Kazimierza;2021-11-27
12;61;01;1;0950463;13279;ul.;Morcinka;Gustawa;2021-11-27
12;61;01;1;0950463;13283;ul.;Morelowa;;2021-11-27
12;61;01;1;0950463;13287;ul.;Morgi;;2021-11-27
12;61;01;1;0950463;13293;ul.;Morozewicza;Józefa;2021-11-27
12;61;01;1;0950463;35324;ul.;Morstina;Ludwika Hieronima;2021-11-27
12;61;01;1;0950463;13305;ul.;Morsztynowska;;2021-11-27
12;61;01;1;0950463;13308;ul.;Mortkowicz-Olczakowej;Hanny;2021-11-27
12;61;01;1;0950463;13311;ul.;Morwowa;;2021-11-27
12;61;01;1;0950463;29613;ul.;Mosdorfa;Jana;2021-11-27
12;61;01;1;0950463;28310;ul.;Mosiężnicza;;2021-11-27
12;61;01;1;0950463;13339;inne;Most Dębnicki;;2021-11-27
12;61;01;1;0950463;13342;inne;Most Grunwaldzki;;2021-11-27
12;61;01;1;0950463;52192;inne;Most im. Księdza Kardynała Franciszka Macharskiego;;2021-11-27
12;61;01;1;0950463;36311;inne;Most Kotlarski;;2021-11-27
12;61;01;1;0950463;53011;inne;Most Marszałka Józefa Piłsudskiego;;2021-11-27
12;61;01;1;0950463;36307;inne;Most Nowohucki;;2021-11-27
12;61;01;1;0950463;13356;inne;Most Powstańców Śląskich;;2021-11-27
12;61;01;1;0950463;48382;inne;Most Retmański;;2021-11-27
12;61;01;1;0950463;36308;inne;Most Wandy;;2021-11-27
12;61;01;1;0950463;13373;inne;Most Zwierzyniecki;;2021-11-27
12;61;01;1;0950463;13379;ul.;Mostowa;;2021-11-27
12;61;01;1;0950463;13387;ul.;Moszyńskiego;Kazimierza;2021-11-27
12;61;01;1;0950463;13390;ul.;Mościckiego;Ignacego;2021-11-27
12;61;01;1;0950463;27804;ul.;Motarskiego;Tadeusza;2021-11-27
12;61;01;1;0950463;13401;ul.;Motyla;;2021-11-27
12;61;01;1;0950463;52813;os.;Mozarta;Osiedle Wolfganga Amadeusa;2021-11-27
12;61;01;1;0950463;13438;ul.;Mrozowa;;2021-11-27
12;61;01;1;0950463;13445;ul.;Mrówczana;;2021-11-27
12;61;01;1;0950463;28518;ul.;Müncha;Henryka;2021-11-27
12;61;01;1;0950463;13486;ul.;Murarska;;2021-11-27
12;61;01;1;0950463;13497;ul.;Murowana;;2021-11-27
12;61;01;1;0950463;13517;ul.;Muszyńskiego;Jana;2021-11-27
12;61;01;1;0950463;28519;ul.;Muzyczki;Ludwika;2021-11-27
12;61;01;1;0950463;13524;ul.;Muzyków;;2021-11-27
12;61;01;1;0950463;31114;ul.;Mycielskiego;Andrzeja;2021-11-27
12;61;01;1;0950463;52830;ul.;Myczkowskiego;Profesora Stefana;2021-11-27
12;61;01;1;0950463;13532;ul.;Mydlarska;;2021-11-27
12;61;01;1;0950463;13533;ul.;Mydlnicka;;2021-11-27
12;61;01;1;0950463;13541;ul.;Mysłakowskiego;Zygmunta;2021-11-27
12;61;01;1;0950463;13551;ul.;Myślenicka;;2021-11-27
12;61;01;1;0950463;13563;ul.;Myśliwska;;2021-11-27
12;61;01;1;0950463;13570;ul.;Na Barciach;;2021-11-27
12;61;01;1;0950463;13574;ul.;Na Błoniach;;2021-11-27
12;61;01;1;0950463;13575;ul.;Na Błonie;;2021-11-27
12;61;01;1;0950463;13577;ul.;Na Borach;;2021-11-27
12;61;01;1;0950463;13581;ul.;Na Budzyniu;;2021-11-27
12;61;01;1;0950463;28283;ul.;Na Chałupkach;;2021-11-27
12;61;01;1;0950463;13586;ul.;Na Dołach;;2021-11-27
12;61;01;1;0950463;13594;ul.;Na Górkach;;2021-11-27
12;61;01;1;0950463;13596;ul.;Na Grabinach;;2021-11-27
12;61;01;1;0950463;13602;ul.;Na Gródku;;2021-11-27
12;61;01;1;0950463;13603;ul.;Na Grządkach;;2021-11-27
12;61;01;1;0950463;13606;ul.;Na Jazkach;;2021-11-27
12;61;01;1;0950463;13611;ul.;Na Klińcu;;2021-11-27
12;61;01;1;0950463;13616;ul.;Na Kozłówce;;2021-11-27
12;61;01;1;0950463;33062;ul.;Na Leszczu;;2021-11-27
12;61;01;1;0950463;13621;ul.;Na Łąkach;;2021-11-27
12;61;01;1;0950463;13623;ul.;Na Łuku;;2021-11-27
12;61;01;1;0950463;13630;ul.;Na Mostkach;;2021-11-27
12;61;01;1;0950463;13633;ul.;Na Niwach;;2021-11-27
12;61;01;1;0950463;13635;ul.;Na Nowinach;;2021-11-27
12;61;01;1;0950463;28307;ul.;Na Obrydki;;2021-11-27
12;61;01;1;0950463;13646;ul.;Na Pokusie;;2021-11-27
12;61;01;1;0950463;13647;ul.;Na Polach;;2021-11-27
12;61;01;1;0950463;13649;ul.;Na Polankach;;2021-11-27
12;61;01;1;0950463;13652;ul.;Na Przejściu;;2021-11-27
12;61;01;1;0950463;13680;ul.;Na Szaniec;;2021-11-27
12;61;01;1;0950463;13689;ul.;Na Ustroniu;;2021-11-27
12;61;01;1;0950463;28804;ul.;Na Wiankach;;2021-11-27
12;61;01;1;0950463;13695;ul.;Na Wierzchowinach;;2021-11-27
12;61;01;1;0950463;13698;ul.;Na Wirach;;2021-11-27
12;61;01;1;0950463;13699;ul.;Na Wrzosach;;2021-11-27
12;61;01;1;0950463;31748;ul.;Na Wyrębę;;2021-11-27
12;61;01;1;0950463;36173;ul.;Na Zakolu Wisły;;2021-11-27
12;61;01;1;0950463;13708;ul.;Na Załęczu;;2021-11-27
12;61;01;1;0950463;13712;ul.;Na Zboczu;;2021-11-27
12;61;01;1;0950463;13713;ul.;Na Zielonki;;2021-11-27
12;61;01;1;0950463;13714;ul.;Na Zjeździe;;2021-11-27
12;61;01;1;0950463;13715;ul.;Na Zrębie;;2021-11-27
12;61;01;1;0950463;13718;ul.;Nabielaka;Ludwika;2021-11-27
12;61;01;1;0950463;13727;ul.;Naczelna;;2021-11-27
12;61;01;1;0950463;13732;ul.;Nad Baranówką;;2021-11-27
12;61;01;1;0950463;13745;ul.;Nad Czerną;;2021-11-27
12;61;01;1;0950463;13747;ul.;Nad Dłubnią;;2021-11-27
12;61;01;1;0950463;13750;ul.;Nad Drwiną;;2021-11-27
12;61;01;1;0950463;13752;ul.;Nad Fosą;;2021-11-27
12;61;01;1;0950463;13797;ul.;Nad Potokiem;;2021-11-27
12;61;01;1;0950463;13815;ul.;Nad Serafą;;2021-11-27
12;61;01;1;0950463;13825;ul.;Nad Strugą;;2021-11-27
12;61;01;1;0950463;13828;ul.;Nad Sudołem;;2021-11-27
12;61;01;1;0950463;13842;ul.;Nad Zalewem;;2021-11-27
12;61;01;1;0950463;13845;ul.;Nad Źródłem;;2021-11-27
12;61;01;1;0950463;13857;ul.;Nadbrzezie;;2021-11-27
12;61;01;1;0950463;13861;ul.;Nadbrzeżna;;2021-11-27
12;61;01;1;0950463;13902;ul.;Nadrzeczna;;2021-11-27
12;61;01;1;0950463;13915;ul.;Nadwiślańska;;2021-11-27
12;61;01;1;0950463;13921;ul.;Nadwodna;;2021-11-27
12;61;01;1;0950463;13924;ul.;Nadzieja;;2021-11-27
12;61;01;1;0950463;13932;ul.;Nagłowicka;;2021-11-27
12;61;01;1;0950463;13962;ul.;Nałęczowska;;2021-11-27
12;61;01;1;0950463;13964;ul.;Nałkowskiego;Wacława;2021-11-27
12;61;01;1;0950463;13967;ul.;Nałkowskiej;Zofii;2021-11-27
12;61;01;1;0950463;13996;ul.;Narciarska;;2021-11-27
12;61;01;1;0950463;13998;ul.;Narcyzowa;;2021-11-27
12;61;01;1;0950463;14018;ul.;Narutowicza;Gabriela;2021-11-27
12;61;01;1;0950463;14020;ul.;Narvik;;2021-11-27
12;61;01;1;0950463;14026;ul.;Narzymskiego;Józefa;2021-11-27
12;61;01;1;0950463;14034;ul.;Nastrojowa;;2021-11-27
12;61;01;1;0950463;14040;ul.;Nasza;;2021-11-27
12;61;01;1;0950463;14043;ul.;Natansona;Władysława;2021-11-27
12;61;01;1;0950463;49981;ul.;Naukowców;;2021-11-27
12;61;01;1;0950463;52195;ul.;Nawary;Marka;2021-11-27
12;61;01;1;0950463;14050;ul.;Nawigacyjna;;2021-11-27
12;61;01;1;0950463;14054;ul.;Nawojki;;2021-11-27
12;61;01;1;0950463;14055;ul.;Nawojowska;;2021-11-27
12;61;01;1;0950463;14063;ul.;Nazaretańska;;2021-11-27
12;61;01;1;0950463;14069;ul.;Nefrytowa;;2021-11-27
12;61;01;1;0950463;14074;ul.;Nenckiego;Marcelego;2021-11-27
12;61;01;1;0950463;14075;ul.;Nenko;Julii;2021-11-27
12;61;01;1;0950463;28995;ul.;Neussera;Edmunda;2021-11-27
